applicant_id,safra,region,age,income,employment,cpf_valido,vl_negativacao,vl_vencido_scr,vl_protestos,true_pd,actual_default,legacy_score,score_2,score_3,score_4,score_5,approved,score_decile,take_up_rate,hired,sample
2949,2024-10,Sudeste,72,1483,Assalariado,True,0,0,164,0.544731760157342,1,527,347,697,493,668,0,6,0.59,0,DEV
2950,2024-10,Centro-Oeste,34,3607,Desempregado,True,0,0,0,0.8186482300463008,1,381,275,509,434,417,0,4,0.71,0,DEV
2951,2024-01,Nordeste,49,3379,Assalariado,True,0,0,0,0.16295916806616956,1,816,833,648,873,634,1,6,0.59,1,DEV
2952,2024-10,Sul,37,2002,Assalariado,True,0,0,0,0.0616533664967844,1,410,683,823,542,540,0,5,0.6499999999999999,0,DEV
2953,2025-05,Centro-Oeste,45,1318,Autônomo,True,0,0,0,0.919340570833866,1,42,146,80,129,122,0,1,0.8899999999999999,0,OOT
2954,2024-08,Sudeste,38,2879,Assalariado,True,0,0,0,0.0021820821825502055,0,951,969,980,987,971,1,9,0.4099999999999999,0,DEV
2955,2024-05,Centro-Oeste,16,8707,Autônomo,True,1234,0,0,0.019761854486709866,0,598,659,531,535,579,0,5,0.6499999999999999,0,DEV
2956,2025-06,Nordeste,35,2868,Autônomo,True,0,0,0,0.12419542333780172,0,636,598,734,733,714,0,7,0.53,0,OOT
2957,2024-02,Sudeste,51,1521,Assalariado,True,0,0,0,0.5361923456934425,0,415,154,277,170,149,0,1,0.8899999999999999,0,DEV
2958,2024-09,Sudeste,27,2220,Autônomo,True,0,0,0,0.15824891549458217,1,499,461,427,343,350,0,3,0.77,0,DEV
2959,2024-10,Sudeste,50,1231,Empresário,True,130,2468,0,0.9799425241936746,1,40,48,67,45,59,0,0,0.95,0,DEV
2960,2024-09,Norte,40,2467,Empresário,True,0,8021,0,0.9967352207213226,1,62,57,94,52,119,0,1,0.8899999999999999,0,DEV
2961,2025-05,Sudeste,35,3677,Assalariado,True,0,0,0,0.02184671285652315,0,863,775,779,826,822,1,8,0.47,1,OOT
2962,2024-08,Sudeste,50,1610,Assalariado,True,0,0,780,0.9659744504300045,1,268,110,323,152,293,0,3,0.77,0,DEV
2963,2025-06,Nordeste,47,346,Assalariado,True,0,0,0,0.6539149423436929,1,94,49,116,136,164,0,1,0.8899999999999999,0,OOT
2964,2024-02,Nordeste,43,2881,Autônomo,True,0,0,0,0.41123907622895667,1,122,164,66,170,136,0,1,0.8899999999999999,0,DEV
2965,2025-02,Sudeste,52,1806,Autônomo,True,0,0,0,0.029809471135340524,0,605,531,621,600,440,0,4,0.71,0,OOT
2966,2024-11,Nordeste,40,1555,Assalariado,True,0,2349,0,0.12039770593564865,0,433,649,471,560,374,0,3,0.77,0,DEV
2967,2024-05,Sul,16,1547,Assalariado,True,5522,0,495,0.9350603907413131,1,98,104,102,157,68,0,0,0.95,0,DEV
2968,2024-05,Centro-Oeste,32,3103,Autônomo,True,1275,0,0,0.8672047801762566,1,337,279,325,260,334,0,3,0.77,0,DEV
2969,2025-01,Sudeste,16,1910,Autônomo,True,390,0,0,0.009708130106250384,0,741,878,854,728,853,0,8,0.47,0,OOT
2970,2024-12,Sudeste,47,4265,Assalariado,True,0,5526,0,0.8739220172537441,1,125,147,133,100,135,0,1,0.8899999999999999,0,DEV
2971,2024-12,Sul,50,4321,Assalariado,True,0,0,0,0.004572640495958002,0,923,927,935,928,911,1,9,0.4099999999999999,0,DEV
2972,2024-01,Sudeste,51,2074,Assalariado,True,2289,0,0,0.8623754268004192,1,292,394,271,230,267,0,2,0.83,0,DEV
2973,2024-11,Sul,44,1785,Empresário,True,0,0,0,0.0368847267688277,0,838,784,723,817,852,1,8,0.47,0,DEV
2974,2025-06,Sudeste,51,2634,Assalariado,True,0,0,0,0.4017505303437686,0,151,340,465,230,555,0,5,0.6499999999999999,0,OOT
2975,2024-01,Nordeste,16,2236,Autônomo,True,0,0,515,0.996034069615493,1,19,42,28,49,36,0,0,0.95,0,DEV
2976,2024-09,Centro-Oeste,36,852,Assalariado,True,1298,0,0,0.00016823236081703493,0,986,975,978,995,987,1,9,0.4099999999999999,0,DEV
2977,2024-09,Centro-Oeste,18,7696,Assalariado,True,746,0,0,0.07504439161732335,0,731,718,628,772,657,0,6,0.59,0,DEV
2978,2025-05,Norte,32,3746,Assalariado,True,0,1195,0,0.2844923166330356,0,188,196,358,305,202,0,2,0.83,0,OOT
2979,2024-06,Centro-Oeste,60,1848,Assalariado,True,2819,0,0,0.32593687968595747,1,737,698,577,544,647,0,6,0.59,0,DEV
2980,2024-09,Sudeste,53,772,Assalariado,True,0,0,0,0.0008225563856396878,0,982,983,995,991,981,1,9,0.4099999999999999,0,DEV
2981,2025-01,Sudeste,47,2190,Assalariado,True,0,0,0,0.10065227930341228,0,337,201,579,376,354,0,3,0.77,0,OOT
2982,2024-02,Centro-Oeste,35,1715,Assalariado,True,0,16483,0,0.03620505575308447,0,743,736,809,775,733,0,7,0.53,0,DEV
2983,2025-03,Centro-Oeste,24,2353,Autônomo,True,0,0,0,0.929629249614483,1,229,373,149,225,241,0,2,0.83,0,OOT
2984,2025-03,Norte,40,666,Assalariado,True,0,0,0,0.05032298550763585,0,798,719,789,779,807,1,7,0.53,1,OOT
2985,2025-01,Nordeste,53,1838,Assalariado,True,0,0,0,0.04852957998459692,0,819,648,633,564,829,1,8,0.47,1,OOT
2986,2024-12,Sudeste,43,1906,Assalariado,True,0,0,0,0.7916461614231146,1,240,205,248,163,144,0,1,0.8899999999999999,0,DEV
2987,2025-02,Norte,16,2174,Assalariado,True,0,0,0,0.008441001896861535,0,683,903,894,869,900,0,9,0.4099999999999999,0,OOT
2988,2025-03,Norte,39,2118,Autônomo,True,0,0,291,0.015493469196403039,0,834,877,839,856,872,1,8,0.47,0,OOT
2989,2025-05,Nordeste,16,2518,Autônomo,True,0,0,0,0.22302465065725532,0,837,758,767,853,775,0,7,0.53,0,OOT
2990,2024-08,Centro-Oeste,49,6079,Autônomo,True,4359,0,0,0.8385893902353182,1,681,484,628,547,648,0,6,0.59,0,DEV
2991,2024-09,Sul,28,1791,Empresário,True,0,1008,0,0.03135108128783951,0,799,554,683,606,807,1,7,0.53,0,DEV
2992,2024-12,Norte,20,1412,Assalariado,True,0,0,1276,0.06728539356060212,1,844,838,719,798,749,1,7,0.53,0,DEV
2993,2024-04,Sudeste,49,865,Assalariado,True,0,214,0,0.186397876774222,0,734,790,725,782,705,0,6,0.59,0,DEV
2994,2025-04,Centro-Oeste,45,1796,Assalariado,False,0,0,2242,0.99547255966707,1,234,228,151,187,136,0,1,0.8899999999999999,0,OOT
2995,2025-02,Sudeste,41,1052,Assalariado,True,0,0,0,0.038384481795585006,0,747,734,590,736,630,0,6,0.59,0,OOT
2996,2024-12,Sudeste,68,4341,Assalariado,True,0,0,0,0.07589273102231914,0,94,262,138,284,362,0,3,0.77,0,DEV
2997,2024-06,Sudeste,46,2303,Autônomo,True,0,0,0,0.5293990423573111,0,225,279,107,113,214,0,2,0.83,0,DEV
2998,2024-07,Sul,28,4288,Autônomo,True,0,0,0,0.05535297998709638,0,369,721,691,456,484,0,4,0.71,0,DEV
2999,2024-08,Sudeste,45,5880,Assalariado,True,0,0,0,0.17077737515190247,1,665,390,297,344,467,0,4,0.71,0,DEV
3000,2024-12,Norte,33,1452,Assalariado,True,5442,0,0,0.9003054059939594,1,332,274,423,410,251,0,2,0.83,0,DEV
3001,2025-03,Sul,55,1981,Empresário,True,0,0,0,0.1917306270421511,0,684,482,803,598,639,0,6,0.59,0,OOT
3002,2025-01,Centro-Oeste,41,5426,Autônomo,True,0,0,0,0.030004965688256828,1,824,825,676,850,750,1,7,0.53,0,OOT
3003,2025-05,Sudeste,43,2734,Autônomo,True,1149,0,0,0.34728979051770065,0,609,367,481,558,511,0,5,0.6499999999999999,0,OOT
3004,2025-06,Sudeste,17,3337,Assalariado,True,0,3836,0,0.9896507105022462,1,77,49,120,111,50,0,0,0.95,0,OOT
3005,2025-01,Nordeste,38,4535,Assalariado,True,0,0,0,0.015142015805792969,0,953,930,970,971,943,1,9,0.4099999999999999,0,OOT
3006,2024-07,Nordeste,37,4179,Autônomo,True,0,0,0,0.0015924338788172489,0,972,956,951,945,936,1,9,0.4099999999999999,0,DEV
3007,2024-11,Sul,23,3121,Assalariado,True,0,0,0,0.5715302804722813,1,561,504,359,469,396,0,3,0.77,0,DEV
3008,2024-08,Nordeste,34,5641,Assalariado,True,0,0,0,0.014045765258325698,0,667,863,830,761,793,0,7,0.53,0,DEV
3009,2024-12,Centro-Oeste,44,2342,Assalariado,True,0,24705,0,0.8965179034561356,1,67,65,58,113,57,0,0,0.95,0,DEV
3010,2025-03,Sul,37,3333,Autônomo,True,0,0,0,0.0007649415147576763,0,992,982,965,978,954,1,9,0.4099999999999999,0,OOT
3011,2024-07,Norte,18,2195,Assalariado,True,0,0,0,0.03869132824894442,0,575,866,918,913,803,0,7,0.53,0,DEV
3012,2024-10,Nordeste,34,4502,Assalariado,True,0,0,0,0.2120669668693544,0,874,909,923,907,852,1,8,0.47,1,DEV
3013,2024-01,Nordeste,31,1602,Assalariado,True,0,0,0,0.051863572563658616,0,708,754,889,796,800,0,7,0.53,0,DEV
3014,2025-02,Sudeste,40,889,Assalariado,True,0,0,0,0.3170981316306309,1,546,649,505,663,717,0,7,0.53,0,OOT
3015,2024-09,Sudeste,39,3615,Autônomo,True,0,0,0,0.4224479061677612,1,163,363,257,295,262,0,2,0.83,0,DEV
3016,2024-09,Sudeste,32,1323,Empresário,True,849,0,0,0.1807329118739914,0,692,601,467,534,724,0,7,0.53,0,DEV
3017,2024-10,Nordeste,31,1246,Assalariado,True,0,281,0,0.22125723858264074,0,760,590,653,780,680,0,6,0.59,0,DEV
3018,2024-04,Nordeste,38,5213,Assalariado,True,1028,0,0,0.11634133102736884,0,199,346,332,169,311,0,3,0.77,0,DEV
3019,2024-11,Sudeste,51,4357,Empresário,True,0,0,0,0.02732838852694956,0,938,949,935,956,944,1,9,0.4099999999999999,0,DEV
3020,2025-02,Sul,41,1987,Autônomo,True,0,0,0,0.5993904831773447,1,410,474,501,280,521,0,5,0.6499999999999999,0,OOT
3021,2024-07,Sudeste,57,392,Autônomo,True,0,0,0,0.2989076723843161,0,837,812,793,757,612,1,5,0.6499999999999999,0,DEV
3022,2024-03,Sudeste,53,3360,Assalariado,True,0,0,0,0.013214155908868395,0,948,947,918,922,899,1,8,0.47,1,DEV
3023,2024-07,Norte,58,3631,Assalariado,True,0,3040,0,0.9921068177270627,1,84,26,38,41,32,0,0,0.95,0,DEV
3024,2024-04,Sudeste,57,3327,Desempregado,True,0,0,0,0.9617585997234939,1,48,36,69,47,132,0,1,0.8899999999999999,0,DEV
3025,2024-07,Sudeste,59,3237,Assalariado,True,0,0,0,0.06447291635587608,0,552,656,602,635,565,0,5,0.6499999999999999,0,DEV
3026,2024-12,Sul,21,2188,Assalariado,True,0,0,0,0.00682838551300856,0,766,842,786,683,836,0,8,0.47,0,DEV
3027,2024-03,Sudeste,47,1907,Autônomo,True,0,0,0,0.021521397640629724,0,854,875,828,754,864,1,8,0.47,0,DEV
3028,2025-02,Nordeste,55,1256,Autônomo,True,0,0,0,0.09601876362725964,0,781,842,884,812,755,0,7,0.53,0,OOT
3029,2024-05,Norte,57,1606,Assalariado,True,0,0,0,0.29232301851466275,0,210,97,122,153,180,0,1,0.8899999999999999,0,DEV
3030,2025-05,Sul,27,2959,Desempregado,True,0,0,0,0.9664608425344872,1,55,141,161,91,118,0,1,0.8899999999999999,0,OOT
3031,2025-02,Sul,47,2989,Assalariado,True,0,0,0,0.869614369220856,1,528,522,422,453,494,0,4,0.71,0,OOT
3032,2024-05,Sudeste,39,3920,Assalariado,True,0,0,0,0.14244707621898264,0,171,200,229,258,224,0,2,0.83,0,DEV
3033,2024-11,Sul,63,1049,Assalariado,True,0,0,0,2.7771119680785057e-05,0,974,990,980,994,985,1,9,0.4099999999999999,0,DEV
3034,2024-02,Sudeste,18,901,Assalariado,True,0,0,987,0.18843633925712291,0,767,640,773,791,707,0,6,0.59,0,DEV
3035,2024-02,Sudeste,27,1943,Assalariado,True,0,557,0,0.005113280071233645,0,729,807,664,613,734,0,7,0.53,0,DEV
3036,2025-06,Centro-Oeste,16,1323,Assalariado,True,102,0,0,0.9859050598544803,1,87,116,174,237,100,0,0,0.95,0,OOT
3037,2025-03,Sudeste,40,2728,Assalariado,True,446,0,0,0.009979448850446871,0,942,784,828,910,917,1,9,0.4099999999999999,1,OOT
3038,2024-03,Sul,69,1112,Assalariado,True,0,0,0,0.00040999049495324765,0,938,937,936,972,952,1,9,0.4099999999999999,1,DEV
3039,2024-06,Sudeste,37,4954,Assalariado,True,0,0,0,0.9379512717538526,1,622,409,438,252,438,0,4,0.71,0,DEV
3040,2024-04,Centro-Oeste,39,1490,Desempregado,True,0,1659,0,0.24502365183927174,0,466,683,502,524,677,0,6,0.59,0,DEV
3041,2024-08,Sudeste,45,6346,Assalariado,True,3011,0,0,0.6269072436901235,0,321,440,415,280,495,0,4,0.71,0,DEV
3042,2024-06,Sudeste,36,3342,Empresário,True,0,1003,0,0.3285847495273346,0,415,304,459,611,545,0,5,0.6499999999999999,0,DEV
3043,2024-06,Centro-Oeste,43,1295,Assalariado,True,0,378,0,0.7584694971165963,1,532,417,541,685,587,0,5,0.6499999999999999,0,DEV
3044,2024-10,Sul,43,8577,Assalariado,True,0,0,0,0.0005113638021167013,0,929,858,881,853,887,1,8,0.47,1,DEV
3045,2024-04,Norte,26,2861,Assalariado,True,132,0,0,0.006852888555650174,0,875,890,920,925,910,1,9,0.4099999999999999,0,DEV
3046,2025-04,Sudeste,36,2696,Empresário,True,0,0,0,0.865997555103411,1,82,52,58,111,113,0,1,0.8899999999999999,0,OOT
3047,2025-02,Nordeste,48,2346,Assalariado,True,0,0,575,0.14614443433117655,0,212,244,189,278,262,0,2,0.83,0,OOT
3048,2025-02,Norte,51,3229,Assalariado,True,0,0,0,0.07675705451959036,0,167,193,220,184,133,0,1,0.8899999999999999,0,OOT
3049,2024-04,Sul,56,3345,Assalariado,False,0,1381,564,0.9999830710182956,1,6,6,10,5,8,0,0,0.95,0,DEV
3050,2025-01,Nordeste,42,1452,Autônomo,True,0,4748,88,0.9995085142913592,1,57,29,9,10,22,0,0,0.95,0,OOT
3051,2025-04,Sudeste,42,2147,Assalariado,True,99,0,387,0.8583414056544229,1,248,212,243,140,133,0,1,0.8899999999999999,0,OOT
3052,2024-04,Nordeste,48,2616,Assalariado,True,0,0,0,0.01798995896790012,0,820,876,665,805,627,1,6,0.59,1,DEV
3053,2025-02,Centro-Oeste,29,3462,Assalariado,True,0,36,0,0.44591383667909235,0,348,450,224,182,330,0,3,0.77,0,OOT
3054,2024-07,Nordeste,29,3497,Empresário,True,0,0,0,0.004847599592280274,0,822,930,949,940,947,1,9,0.4099999999999999,0,DEV
3055,2025-03,Norte,36,2693,Empresário,True,0,0,0,0.5194502136246534,0,402,529,456,474,474,0,4,0.71,0,OOT
3056,2024-09,Sul,20,1754,Desempregado,True,0,0,0,0.8837327703199137,1,110,155,140,61,129,0,1,0.8899999999999999,0,DEV
3057,2025-03,Sul,43,1701,Assalariado,True,477,0,193,0.04178427557522553,0,395,346,124,260,196,0,2,0.83,0,OOT
3058,2024-03,Sudeste,52,1194,Assalariado,True,0,0,0,0.998765009917874,1,38,40,64,38,37,0,0,0.95,0,DEV
3059,2024-08,Nordeste,28,3482,Assalariado,True,0,0,0,0.4735648638682175,1,193,186,217,225,293,0,3,0.77,0,DEV
3060,2024-05,Centro-Oeste,44,1686,Empresário,True,0,0,0,0.020156338266206705,0,864,908,907,882,867,1,8,0.47,0,DEV
3061,2024-05,Sul,29,2175,Autônomo,True,0,0,0,0.8653072067169273,1,394,237,270,377,341,0,3,0.77,0,DEV
3062,2024-06,Sudeste,23,2814,Autônomo,True,0,0,0,0.1869979347413594,0,611,465,268,360,407,0,4,0.71,0,DEV
3063,2024-07,Sul,66,2446,Assalariado,True,0,0,0,0.04793089098122928,0,711,755,718,668,811,0,8,0.47,0,DEV
3064,2024-03,Nordeste,23,2432,Assalariado,True,2263,0,0,0.40622251954655747,0,641,352,756,352,404,0,4,0.71,0,DEV
3065,2025-01,Norte,20,1418,Assalariado,True,0,0,0,0.9061982468486166,1,209,385,373,345,353,0,3,0.77,0,OOT
3066,2024-10,Sudeste,41,2867,Assalariado,True,0,0,0,0.877761836497449,1,201,166,95,111,116,0,1,0.8899999999999999,0,DEV
3067,2025-03,Sudeste,41,2022,Assalariado,True,0,0,0,0.04961924003984298,0,969,961,960,977,963,1,9,0.4099999999999999,1,OOT
3068,2025-01,Sudeste,47,2317,Assalariado,True,0,0,0,0.11672494660472586,0,695,743,720,704,742,0,7,0.53,0,OOT
3069,2024-03,Sudeste,66,4889,Assalariado,True,610,0,0,0.0233423742024607,1,838,824,743,746,719,1,7,0.53,0,DEV
3070,2024-02,Norte,27,3304,Assalariado,True,0,0,0,0.042655140529793294,0,789,887,795,731,797,0,7,0.53,0,DEV
3071,2024-08,Sudeste,29,1732,Desempregado,True,3276,0,102,0.9952816983702746,1,20,45,53,25,43,0,0,0.95,0,DEV
3072,2024-09,Sul,60,2231,Desempregado,True,0,0,0,0.8194884667525666,1,230,236,296,326,237,0,2,0.83,0,DEV
3073,2024-05,Sudeste,51,6371,Autônomo,True,0,307,0,0.1119841010697449,0,372,391,360,300,438,0,4,0.71,0,DEV
3074,2025-03,Sudeste,49,2029,Autônomo,True,0,0,0,0.04627051276877805,0,832,933,861,839,900,1,9,0.4099999999999999,0,OOT
3075,2024-11,Norte,29,2499,Assalariado,True,0,0,0,0.10664313170684447,0,511,677,389,541,569,0,5,0.6499999999999999,0,DEV
3076,2025-02,Sul,53,3635,Assalariado,True,0,0,0,0.012496769696414983,0,733,690,743,753,846,0,8,0.47,0,OOT
3077,2024-02,Sudeste,49,2776,Assalariado,True,140,0,0,0.7206013757222838,1,232,152,218,497,182,0,1,0.8899999999999999,0,DEV
3078,2025-03,Sudeste,40,1951,Assalariado,True,0,4443,140,0.9624421729563842,1,96,221,100,119,142,0,1,0.8899999999999999,0,OOT
3079,2024-04,Norte,29,1562,Autônomo,True,0,11486,0,0.9331330619098038,1,94,118,119,87,158,0,1,0.8899999999999999,0,DEV
3080,2024-09,Norte,39,2425,Assalariado,True,0,0,0,0.005549982732741524,0,841,891,766,845,803,1,7,0.53,0,DEV
3081,2024-08,Sudeste,61,3622,Empresário,True,0,0,0,0.5960459550593846,1,17,91,29,42,60,0,0,0.95,0,DEV
3082,2025-03,Sul,22,5391,Autônomo,True,0,0,0,0.02662979166818446,0,882,875,941,847,900,1,9,0.4099999999999999,1,OOT
3083,2024-05,Sudeste,26,1013,Assalariado,True,0,0,0,0.03605252767761939,0,641,641,620,690,676,0,6,0.59,0,DEV
3084,2024-05,Sul,29,7028,Autônomo,True,0,0,0,0.004715116035754828,0,752,811,805,710,746,0,7,0.53,0,DEV
3085,2024-07,Sudeste,32,2052,Autônomo,True,0,0,0,0.012429408683527021,0,846,869,890,906,867,1,8,0.47,1,DEV
3086,2024-07,Nordeste,37,4250,Assalariado,True,2726,0,0,0.5290136234407501,0,811,794,720,848,799,1,7,0.53,0,DEV
3087,2024-04,Norte,51,1567,Assalariado,True,0,671,513,0.8880870204032022,0,77,72,43,101,86,0,0,0.95,0,DEV
3088,2024-04,Sudeste,44,928,Assalariado,True,1434,0,0,0.0654172709039733,0,827,838,930,825,843,1,8,0.47,1,DEV
3089,2024-05,Sul,38,1110,Assalariado,True,25,0,0,0.9613733121536862,1,38,77,70,60,49,0,0,0.95,0,DEV
3090,2024-09,Sudeste,41,2001,Autônomo,True,0,0,0,0.4817886328085141,1,481,430,360,423,403,0,4,0.71,0,DEV
3091,2024-07,Sudeste,46,3342,Assalariado,True,0,0,0,0.31562495850999334,0,632,718,902,734,829,0,8,0.47,0,DEV
3092,2024-08,Sudeste,16,2486,Empresário,True,0,0,0,0.8752089208824546,1,125,162,54,70,132,0,1,0.8899999999999999,0,DEV
3093,2025-01,Sudeste,53,2100,Assalariado,True,0,0,0,0.02469857880791157,0,586,678,561,458,525,0,5,0.6499999999999999,0,OOT
3094,2024-05,Norte,26,4773,Desempregado,True,0,0,0,0.4573973276989392,1,509,798,585,792,668,0,6,0.59,0,DEV
3095,2025-05,Sudeste,31,2443,Assalariado,True,3539,2096,0,0.7873775374879876,1,30,23,17,8,38,0,0,0.95,0,OOT
3096,2025-02,Centro-Oeste,42,2886,Autônomo,True,0,0,0,0.0003617693869422122,0,970,986,945,976,984,1,9,0.4099999999999999,1,OOT
3097,2024-04,Sudeste,36,15781,Assalariado,True,0,0,0,0.394577108982512,1,348,194,171,228,247,0,2,0.83,0,DEV
3098,2024-06,Sul,44,2428,Autônomo,True,0,0,0,0.02245308544515289,0,680,806,827,711,754,0,7,0.53,0,DEV
3099,2024-04,Sul,39,1607,Empresário,True,0,0,0,0.12814982455277305,0,446,333,354,292,297,0,3,0.77,0,DEV
3100,2024-05,Norte,33,3257,Assalariado,True,0,0,0,0.016456900452824327,0,722,802,787,713,699,0,6,0.59,0,DEV
3101,2024-07,Sudeste,59,3791,Assalariado,True,0,10178,0,0.5085615621260205,0,293,434,267,194,219,0,2,0.83,0,DEV
3102,2024-03,Sudeste,47,2923,Desempregado,True,0,0,0,0.9976870137512469,1,45,50,60,21,48,0,0,0.95,0,DEV
3103,2024-01,Nordeste,42,2681,Desempregado,True,0,0,0,0.0002027280149634948,0,775,901,925,863,844,0,8,0.47,0,DEV
3104,2024-08,Nordeste,47,5939,Autônomo,True,0,0,1538,0.9842364305273681,1,120,183,113,146,167,0,1,0.8899999999999999,0,DEV
3105,2025-01,Nordeste,28,5510,Assalariado,True,0,0,0,0.9833119110292573,1,67,168,104,60,100,0,0,0.95,0,OOT
3106,2024-06,Sudeste,68,2275,Assalariado,True,0,0,0,0.0002441583167471299,0,929,938,977,973,971,1,9,0.4099999999999999,0,DEV
3107,2025-04,Sudeste,22,1658,Assalariado,True,615,0,0,0.15122793893601644,1,598,740,519,743,624,0,6,0.59,0,OOT
3108,2024-07,Centro-Oeste,39,3157,Autônomo,True,0,0,0,0.34583898461341206,0,451,517,461,593,505,0,4,0.71,0,DEV
3109,2025-05,Sul,33,1653,Assalariado,True,0,0,0,0.03744511923519469,0,660,793,675,758,676,0,6,0.59,0,OOT
3110,2024-05,Sul,33,4150,Assalariado,True,0,0,956,0.2526240908798627,1,685,569,487,427,638,0,6,0.59,0,DEV
3111,2024-10,Sudeste,31,3147,Empresário,True,0,0,0,0.38718577067009513,0,72,196,130,92,117,0,1,0.8899999999999999,0,DEV
3112,2025-02,Sudeste,27,12112,Autônomo,True,0,0,0,5.6418267699818504e-05,0,953,982,984,980,980,1,9,0.4099999999999999,1,OOT
3113,2024-02,Norte,54,5907,Autônomo,True,0,0,0,0.5240841721049793,0,395,343,212,259,256,0,2,0.83,0,DEV
3114,2025-05,Nordeste,21,1277,Empresário,True,0,0,0,0.8744933364513432,1,65,110,112,124,112,0,1,0.8899999999999999,0,OOT
3115,2024-07,Sudeste,51,1787,Assalariado,True,0,0,0,0.7753783712830374,1,81,168,163,116,174,0,1,0.8899999999999999,0,DEV
3116,2024-09,Norte,47,774,Assalariado,True,0,0,0,0.4974835618004806,0,317,319,210,191,280,0,2,0.83,0,DEV
3117,2024-12,Sul,32,676,Empresário,True,944,0,516,0.9945787573583418,1,99,58,118,85,94,0,0,0.95,0,DEV
3118,2024-12,Sudeste,45,2613,Desempregado,True,1959,0,0,0.4816580483262465,1,144,107,144,200,65,0,0,0.95,0,DEV
3119,2024-01,Sudeste,35,1193,Assalariado,True,0,0,0,0.000562454906940551,0,954,986,966,959,960,1,9,0.4099999999999999,1,DEV
3120,2025-04,Nordeste,22,6533,Assalariado,True,0,0,0,0.08193033264824408,0,245,507,332,355,242,0,2,0.83,0,OOT
3121,2024-12,Sudeste,22,4889,Assalariado,True,0,0,0,0.10312569477628133,0,646,726,421,373,530,0,5,0.6499999999999999,0,DEV
3122,2025-06,Sul,47,2073,Assalariado,True,0,0,1217,0.5611901625895122,0,717,789,802,761,798,0,7,0.53,0,OOT
3123,2024-09,Nordeste,46,2004,Assalariado,True,544,0,0,0.04376598768565016,0,845,850,732,595,769,1,7,0.53,0,DEV
3124,2024-12,Sudeste,41,5950,Assalariado,True,174,0,0,0.057753411355700134,0,533,581,444,477,554,0,5,0.6499999999999999,0,DEV
3125,2024-08,Norte,32,6827,Autônomo,True,77,0,0,0.7510109981144015,1,104,37,76,52,83,0,0,0.95,0,DEV
3126,2025-05,Sudeste,35,1394,Assalariado,True,0,0,0,0.23846712042238266,1,394,570,696,456,522,0,5,0.6499999999999999,0,OOT
3127,2025-03,Sudeste,33,1291,Empresário,True,0,0,0,0.01018505759881824,0,546,475,816,714,592,0,5,0.6499999999999999,0,OOT
3128,2025-05,Nordeste,16,2037,Assalariado,True,747,0,0,0.8933714391873654,1,67,129,163,159,103,0,1,0.8899999999999999,0,OOT
3129,2024-10,Sul,38,3161,Assalariado,True,0,4156,0,0.6640555004643698,0,891,926,728,744,883,1,8,0.47,0,DEV
3130,2025-03,Sudeste,45,1793,Autônomo,True,0,0,0,0.001532644735742925,0,860,847,866,935,858,1,8,0.47,0,OOT
3131,2024-07,Sul,38,3201,Autônomo,True,874,0,0,0.2471156951531281,0,195,389,249,174,234,0,2,0.83,0,DEV
3132,2024-09,Centro-Oeste,62,7865,Autônomo,True,0,0,0,0.34136719266946014,0,328,255,308,521,221,0,2,0.83,0,DEV
3133,2025-02,Nordeste,23,1049,Empresário,True,0,0,0,0.04184435499245473,0,383,514,557,546,480,0,4,0.71,0,OOT
3134,2024-02,Nordeste,28,1867,Autônomo,True,0,0,0,0.20791441536800465,0,665,284,412,477,407,0,4,0.71,0,DEV
3135,2025-01,Sudeste,39,1061,Autônomo,True,0,0,0,0.006345280588864134,0,774,593,609,753,789,0,7,0.53,0,OOT
3136,2024-01,Sudeste,41,1477,Autônomo,True,0,0,0,0.013799102206718709,0,696,859,825,919,810,0,8,0.47,0,DEV
3137,2024-11,Sul,16,2045,Assalariado,True,0,277,0,0.5805072822971357,0,234,271,449,205,259,0,2,0.83,0,DEV
3138,2024-09,Sudeste,46,1577,Autônomo,True,0,0,0,0.9003614796059304,0,554,528,584,592,538,0,5,0.6499999999999999,0,DEV
3139,2024-09,Nordeste,41,3334,Assalariado,True,0,1479,0,0.590125554676567,1,661,621,561,436,542,0,5,0.6499999999999999,0,DEV
3140,2024-09,Sudeste,16,2671,Desempregado,True,0,0,0,0.05958996168583544,0,458,236,638,593,385,0,3,0.77,0,DEV
3141,2024-09,Sudeste,36,2920,Assalariado,True,0,0,0,0.2896751288444474,0,242,308,343,276,401,0,4,0.71,0,DEV
3142,2024-08,Sudeste,26,2030,Assalariado,True,0,0,0,0.04702033562473253,0,542,472,491,742,417,0,4,0.71,0,DEV
3143,2024-09,Sudeste,31,2145,Assalariado,True,0,0,0,0.6386828254953579,1,370,417,393,417,319,0,3,0.77,0,DEV
3144,2024-11,Sudeste,19,1977,Assalariado,True,205,0,0,0.7154312481573408,0,555,221,680,506,544,0,5,0.6499999999999999,0,DEV
3145,2025-02,Sul,43,2102,Assalariado,True,0,0,0,0.002507895980734731,0,645,899,842,879,896,0,8,0.47,0,OOT
3146,2024-10,Sul,62,3138,Assalariado,True,0,0,0,0.06671519226191355,0,882,803,846,922,872,1,8,0.47,0,DEV
3147,2024-12,Sudeste,41,769,Empresário,True,0,8222,0,0.6633140392261977,1,648,569,619,520,576,0,5,0.6499999999999999,0,DEV
3148,2025-04,Sudeste,16,2900,Assalariado,True,0,2734,0,0.0022701877581290182,0,928,933,966,955,898,0,8,0.47,0,OOT
